"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QLK6VCRY","journalArticle","2023","Le Du, Katell; Septans, Anne-Lise; Maloisel, Frédéric; Vanquaethem, Hélène; Schmitt, Anna; Le Goff, Marielle; Clavert, Aline; Zinger, Marie; Bourgeois, Hugues; Dupuis, Olivier; Denis, Fabrice; Bouchard, Stéphane","A New Option for Pain Prevention Using a Therapeutic Virtual Reality Solution for Bone Marrow Biopsy (REVEH Trial): Open-Label, Randomized, Multicenter, Phase 3  Study.","Journal of medical Internet research","","1438-8871 1439-4456","10.2196/38619","","BACKGROUND: Evidence regarding the analgesic effect of distraction through immersion in virtual reality (VR) for care-induced pain has been documented in  several phase 2 trials, but comparison with standard treatments in large,  randomized studies is needed. OBJECTIVE: In this open-label, multicenter,  randomized, phase 3 trial, we evaluated the safety and efficacy of a novel VR  therapy solution for distraction in the context of bone marrow biopsy. METHODS:  Bliss is a VR software with 4 imaginary interactive environments in 3 dimensions  with binaural sound (head-mounted display). Efficacy regarding pain intensity was  evaluated using a visual analog scale (VAS; score from 0 to 10) immediately after  the biopsy. Secondary end points were anxiety and tolerance. Modified  intention-to-treat analysis was performed. RESULTS: Overall, 126 patients with  previously documented untreated or suspected malignant hemopathy between  September 6, 2018, and May 18, 2020, were randomly assigned in a 1:1 ratio to  receive pain prevention with a mixture of nitrous oxide/oxygen (MEOPA; n=63) or  VR (n=63) before and during the bone marrow biopsy. We excluded 8 patients from  the final analysis (3 in the MEOPA group and 5 in the VR group). All patients  received local anesthesia (lidocaine) before biopsy. Follow-up was limited to 1  month after the biopsy. Participants' median age was 65.5 (range 18-87) years,  and 54.2% (64/118) of patients were male. The average pain intensity was 3.5 (SD  2.6, 95% CI -1.6 to 8.6) for the MEOPA group and 3.0 (SD 2.4, 95% CI -1.7 to 7.7)  for the VR group, without any significant differences in age, sex, center, and  hemopathy (P=.26). Concerning anxiety, 67.5% (79/117; fear of pain questionnaire)  of the patients were afraid before the biopsy, and anxiety scores were moderate  to very high in 26.3% (30/114; revised Spielberger State-Trait Anxiety Inventory  questionnaire) of the patients before the biopsy and 9.0% (10/114) after the  biopsy for all patients, without a significant difference between the 2 groups  (P=.83). Immersion in VR was well tolerated by the majority (54/57, 95%) of  patients in the VR group. CONCLUSIONS: The intensity of pain did not  significantly differ between both arms. VR was well tolerated, and the  satisfaction of patients, nurses, and physicians was very high. VR could be an  alternative treatment in case of contraindication or intolerance to MEOPA. TRIAL  REGISTRATION: ClinicalTrials.gov NCT03483194;  https://clinicaltrials.gov/ct2/show/NCT03483194.","2023-02-15","2025-11-07 06:46:43","2025-11-07 06:46:43","","e38619","","","25","","J Med Internet Res","","","","","","","","eng","©Katell Le Du, Anne-Lise Septans, Frédéric Maloisel, Hélène Vanquaethem, Anna Schmitt, Marielle Le Goff, Aline Clavert, Marie Zinger, Hugues Bourgeois, Olivier  Dupuis, Fabrice Denis, Stéphane Bouchard. Originally published in the Journal of  Medical Internet Research (https://www.jmir.org), 15.02.2023.","","","","","","Place: Canada PMID: 36790852  PMCID: PMC9978987","","","","virtual reality; VR; *Virtual Reality; Adult; Female; Humans; Male; randomized controlled trial; Adolescent; Aged; Aged, 80 and over; Middle Aged; Young Adult; satisfaction; pain; clinical trial; *Bone Marrow; biopsy; Biopsy; bone marrow; digital health; digital therapeutics; distraction; effectiveness; efficacy; eHealth; head-mounted display; imagery; imaginary; imagination; immersive environment; interactive environment; medical procedure; Pain/prevention & control; RCT; safety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IC5Y7Y37","journalArticle","2014","Aghaie, Bahman; Rejeh, Nahid; Heravi-Karimooi, Majideh; Ebadi, Abbas; Moradian, Seyed Tayeb; Vaismoradi, Mojtaba; Jasper, Melanie","Effect of nature-based sound therapy on agitation and anxiety in coronary artery bypass graft patients during the weaning of mechanical ventilation: A randomised  clinical trial.","International journal of nursing studies","","1873-491X 0020-7489","10.1016/j.ijnurstu.2013.08.003","","BACKGROUND: Weaning from mechanical ventilation is a frequent nursing activity in critical care. Nature-based sound as a non-pharmacological and nursing  intervention effective in other contexts may be an efficient approach to  alleviating anxiety, agitation and adverse effects of sedative medication in  patients undergoing weaning from mechanical ventilation. OBJECTIVES: This study  identified the effect of nature-based sound therapy on agitation and anxiety on  coronary artery bypass graft patients during weaning from mechanical ventilation.  METHODS: A randomised clinical trial design was used. 120 coronary artery bypass  graft patients aged 45-65 years undergoing weaning from mechanical ventilation  were randomly assigned to intervention and control groups. Patients in the  intervention group listened to nature-based sounds through headphones; the  control group had headphones with no sound. Haemodynamic variables, anxiety  levels and agitation were assessed using the Faces Anxiety Scale and Richmond  Agitation Sedation Scale, respectively. Patients in both groups had vital signs  recorded after the first trigger, at 20 min intervals throughout the procedure,  immediately after the procedure, 20 min after extubation, and 30 min after  extubation. Data were collected over 5 months from December 2012 to April 2013.  RESULTS: The intervention group had significantly lower anxiety and agitation  levels than the control group. Regarding haemodynamic variables, a significant  time trend and interaction was reported between time and group (p<0.001). A  significant difference was also found between the anxiety (p<0.002) and agitation  (p<0.001) scores in two groups. CONCLUSIONS: Nature-based sound can provide an  effective method of decreasing potential adverse haemodynamic responses arising  from anxiety and agitation in weaning from mechanical ventilation in coronary  artery bypass graft patients. Nurses can incorporate this intervention as a  non-pharmacological intervention into the daily care of patients undergoing  weaning from mechanical ventilation in order to reduce their anxiety and  agitation.","2014-04","2025-11-07 06:46:43","2025-11-07 06:46:43","","526-538","","4","51","","Int J Nurs Stud","","","","","","","","eng","Copyright © 2013 Elsevier Ltd. All rights reserved.","","","","","","Place: England PMID: 24035670","","","","Female; Humans; Male; Middle Aged; Sound; Anxiety; *Sound; Respiration; *Respiration, Artificial; *Ventilator Weaning; Agitation; Anxiety/*therapy; Coronary artery bypass; Coronary Artery Bypass/*psychology; Nursing; Psychomotor Agitation/*therapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I8NABZG5","journalArticle","2014","Gilles, Annick; Ihtijarevic, Berina; Wouters, Kristien; Van de Heyning, Paul","Using prophylactic antioxidants to prevent noise-induced hearing damage in young adults: a protocol for a double-blind, randomized controlled trial.","Trials","","1745-6215","10.1186/1745-6215-15-110","","BACKGROUND: During leisure activities young people are often exposed to excessive noise levels resulting in an increase of noise-induced symptoms such as hearing  loss, tinnitus and hyperacusis. Noise-induced tinnitus is often perceived after  loud music exposure and provides an important marker for overexposure as a  temporary threshold shift that is often not experienced by the individual itself.  As oxidative stress plays an important role in the pathogenesis of noise-induced  hearing loss, the use of antioxidants to prevent hearing damage has recently  become the subject of research. METHODS: This study proposes a randomized,  double-blind, placebo-controlled crossover trial to assess the effects of a  prophylactic combination of N-acetylcysteine (600 mg) and magnesium (200 mg)  prior to leisure noise exposure in young adults. The primary outcome measure is  the tinnitus loudness scored by a visual analogue scale (VAS). Secondary outcome  measures are the differences in audiological measurements for the antioxidant  treatments compared to placebo intake. Audiological testing comprising of pure  tone audiometry including frequencies up to 16 kHz, distortion product  otoacoustic emissions, transient-evoked otoacoustic emissions and speech-in-noise  testing will be performed prior to and within 7 hours after noise exposure. By  use of a mixed effects statistical model, the effects of antioxidants compared to  placebo intake will be assessed. DISCUSSION: As adolescents and young adults  often do not use hearing protection while being exposed to loud music, the use of  preventive antioxidant intake may provide a useful and harmless way to prevent  noise-induced hearing damage in this population. Furthermore, when exposed to  hazardous noise levels the protection provided by hearing protectors might not be  sufficient to prevent hearing damage and antioxidants may provide additive  otoprotective effects. Previous research mainly focused on occupational noise  exposure. The present study provides a protocol to assess the usefulness of  antioxidants during leisure noise activities. TRIAL REGISTRATION: The present  protocol is registered at ClinicalTrials.gov: NCT01727492.","2014-04-05","2025-11-07 06:46:43","2025-11-07 06:46:43","","110","","","15","","Trials","","","","","","","","eng","","","","","","","Place: England PMID: 24708640  PMCID: PMC3998054","","","","Adult; Cross-Over Studies; Female; Humans; Male; Adolescent; Double-Blind Method; Time Factors; Young Adult; Treatment Outcome; *Music; Noise/*adverse effects; Acoustic Stimulation; Speech Perception; *Research Design; Acetylcysteine/*administration & dosage; Age Factors; Antioxidants/*administration & dosage; Audiometry, Pure-Tone; Audiometry, Speech; Belgium; Clinical Protocols; Drug Administration Schedule; Drug Combinations; Hearing Loss, Noise-Induced/diagnosis/metabolism/physiopathology/*prevention & control/psychology; Magnesium/*administration & dosage; Otoacoustic Emissions, Spontaneous/drug effects; Oxidative Stress/drug effects; Perceptual Masking; Primary Prevention/*methods; Risk Factors; Tinnitus/diagnosis/metabolism/physiopathology/*prevention & control/psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DDHE6LZF","journalArticle","2014","Ilkkaya, Nazan Koylu; Ustun, Faik Emre; Sener, Elif Bengi; Kaya, Cengiz; Ustun, Yasemin Burcu; Koksal, Ersin; Kocamanoglu, Ismail Serhat; Ozkan, Fatih","The effects of music, white noise, and ambient noise on sedation and anxiety in patients under spinal anesthesia during surgery.","Journal of perianesthesia nursing : official journal of the American Society of PeriAnesthesia Nurses","","1532-8473 1089-9472","10.1016/j.jopan.2014.05.008","","PURPOSE: To compare effects of music, white noise, and ambient (background) noise on patient anxiety and sedation. DESIGN: Open, parallel, and randomized  controlled trial. METHODS: Seventy-five patients aged 18 to 60 years who were  scheduled for surgical procedures under spinal anesthesia were randomly assigned  to ambient noise (Group O), white noise (Group B), or music groups (Group M). We  evaluated patients' anxiety and sedation levels via the Observer's Assessment of  Alertness/Sedation (OAA/S) scale and the State-Trait Anxiety Inventory (STAI)  questionnaire. FINDING: At 5 minutes before surgery, the STAI-State Anxiety  Inventory (SA) value was significantly lower in Group M than the other groups. At  30-minute recovery, Group M showed significantly lower STAI-SA values than the  other groups. Patient satisfaction was highest in Group M. OAA/S values were not  significantly different between groups during any period (P > .05). CONCLUSIONS:  We suggest that patient-selected music reduces perioperative anxiety and  contributes to patient satisfaction during the perioperative period.","2014-10","2025-11-07 06:46:43","2025-11-07 06:46:43","","418-426","","5","29","","J Perianesth Nurs","","","","","","","","eng","Copyright © 2014 American Society of PeriAnesthesia Nurses. Published by Elsevier Inc. All rights reserved.","","","","","","Place: United States PMID: 25261145","","","","music; Adult; Female; Humans; Male; Adolescent; Middle Aged; Young Adult; *Music; *Anxiety; white noise; *Noise; *Anesthesia, Spinal; ambient noise; Hypnotics and Sedatives/*administration & dosage; patient anxiety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KDRCWEE7","journalArticle","2019","Alves, Myrela Alene; Garner, David M.; do Amaral, Joice A. T.; Oliveira, Fernando R.; Valenti, Vitor E.","The effects of musical auditory stimulation on heart rate autonomic responses to driving: A prospective randomized case-control pilot study.","Complementary therapies in medicine","","1873-6963 0965-2299","10.1016/j.ctim.2019.08.006","","Stress induced by driving has been revealed to increase the chances of cardiovascular complications and is involved or related to traffic accidents. In  order to develop strategies to avoid health problems during driving we aimed to  evaluate the acute effects of auditory stimulation with music on heart rate  variability (HRV) during driving in congested urban traffic. This is a  prospective cross-sectional randomized controlled pilot study conducted with five  healthy women. Subjects were evaluated on two different random days, whose order  of execution was established through a randomization process. In the music  protocol the volunteers were exposed to music for the entire 20 min of traffic  while in the control protocol the subjects performed the same procedures but were  not exposed to any music. We noted that all Higuchi fractal dimension parameters  except Kmax 10, Kmax 130 and Kmax 140 were reduced between pre-driving in the  control protocol vs. driving in the control protocol. The same changes were noted  between pre-driving in the music protocol vs. driving in the control protocol. In  conclusion, musical auditory stimulation improved nonlinear HRV changes induced  by driving.","2019-10","2025-11-07 06:46:43","2025-11-07 06:46:43","","158-164","","","46","","Complement Ther Med","","","","","","","","eng","Copyright © 2019 Elsevier Ltd. All rights reserved.","","","","","","Place: Scotland PMID: 31519273","","","","Stress; Adult; Female; Humans; Young Adult; Pilot Projects; Prospective Studies; Heart Rate/*physiology; Case-Control Studies; Acoustic Stimulation/methods; Music/*psychology; Automobile Driving/*psychology; Autonomic nervous system; Autonomic Nervous System/*physiology; Cardiovascular physiology; Cardiovascular system; Cross-Sectional Studies; Hearing; Physiological","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERU3P9EP","journalArticle","2017","Tully, Sarah; Wells, Adrian; Morrison, Anthony P.","Attentional avoidance increases voice hearing in an analogue task in people with psychosis: An experimental study.","Psychiatry research","","1872-7123 0165-1781","10.1016/j.psychres.2017.07.052","","Cognitive models of psychosis suggest that unhelpful ways of responding to experiences can maintain such experiences and the associated distress. The  response styles of attentional avoidance and attentional focusing were  manipulated in an analogue voice-hearing task. Predictions were that both would  increase detection of words in response to an ambiguous audio-recording but that  attentional avoidance would lead to a greater increase than focusing. We also  predicted that there would be a greater increase in anxiety and distress in the  avoidance group. Predictions were tested in a sample of 44 participants with a  diagnosis of schizophrenia. Participants were randomly assigned to either  attentional avoidance or focusing while listening to an ambiguous auditory task.  Number of words identified and anxiety and distress were recorded. As predicted,  there was an increase in the number of words identified in both groups; however,  this increase was greater in the avoidance group. The prediction that there would  also be an increase in distress that would be greater in the avoidance group was  not supported. It is possible that emotional reactions relate more closely to  appraisals of the voice. The results suggest that avoidance of experiences is  particularly counterproductive and can result in greater detection of  experiences.","2017-11","2025-11-07 06:46:43","2025-11-07 06:46:43","","186-192","","","257","","Psychiatry Res","","","","","","","","eng","Copyright © 2017 Elsevier B.V. All rights reserved.","","","","","","Place: Ireland PMID: 28763737","","","","Adult; Female; Humans; Male; Aged; Middle Aged; Acoustic Stimulation/*methods; Attention; *Attention/physiology; *Avoidance Learning/physiology; Anxiety/diagnosis/psychology; Engagement; Hallucinations/*diagnosis/psychology; Psychotic Disorders/*diagnosis/psychology; Resistance; Schizophrenia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V5QRYQWU","journalArticle","2019","Akarsu, Kamile; Koç, Ayşegül; Ertuğ, Nurcan","The effect of nature sounds and earplugs on anxiety in patients following percutaneous coronary intervention: A randomized controlled trial.","European journal of cardiovascular nursing","","1873-1953 1474-5151","10.1177/1474515119858826","","BACKGROUND: Percutaneous coronary interventions cause anxiety in patients, although these procedures are lifesaving. AIM: The aim of this study was to  determine the effect of nature sounds and earplug interventions on the anxiety of  patients after percutaneous coronary interventions. METHODS: A randomized  controlled trial design was used in this study. A total of 114 patients who were  scheduled to undergo percutaneous coronary intervention were allocated to three  groups in a randomized manner: two intervention groups (nature sound group,  earplug group) and one control group. The Visual Analog Scale, State Anxiety  Inventory and physiological parameters were used to measure anxiety. Data were  collected from the patients at three time points: immediately before, immediately  after and 30 minutes after the interventions. RESULTS: The respiratory rates and  the Visual Analog Scale and State Anxiety Inventory scores of patients in the  nature sound and earplug groups immediately after and 30 minutes after the  interventions were significantly lower than those of the control group (p <  0.05). No differences were found when comparing respiratory rates, Visual Analog  Scale scores and State Anxiety Inventory scores between patients in the nature  sound group and patients in the earplug group (p > 0.05). No changes were  observed in the pulse and systolic/diastolic blood pressure values of patients in  the control and intervention groups (p > 0.05). CONCLUSIONS: It was determined  that nature sounds and earplug interventions are effective in reducing the  anxiety of patients following percutaneous coronary intervention.","2019-12","2025-11-07 06:46:43","2025-11-07 06:46:43","","651-657","","8","18","","Eur J Cardiovasc Nurs","","","","","","","","eng","","","","","","","Place: England PMID: 31232088","","","","Adult; Female; Humans; Male; Aged; Aged, 80 and over; Middle Aged; Anxiety; *Nature; nursing; nature sounds; *Sound; *Ear Protective Devices; Anxiety/diagnosis/etiology/*prevention & control; earplugs; percutaneous coronary intervention; Percutaneous Coronary Intervention/*psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARFSFEES","journalArticle","2018","Thoma, Myriam Verena; Mewes, Ricarda; Nater, Urs M.","Preliminary evidence: the stress-reducing effect of listening to water sounds depends on somatic complaints: A randomized trial.","Medicine","","1536-5964 0025-7974","10.1097/MD.0000000000009851","","BACKGROUND: Listening to natural sounds is applied in health contexts in order to induce relaxation. However, it remains unclear whether this effect is equally  efficacious in all individuals or whether it depends on interindividual  differences. Given that individuals differ in how they are impaired by somatic  complaints, we investigated whether somatic complaints moderate the  stress-reducing effect of listening to water sounds. METHODS: Sixty healthy women  (Mage = 25 years) were randomly allocated to 3 different conditions (listening to  water sounds, a relaxing piece of music, or no auditory stimulus: n = 20 per  condition) for 10 minutes before they were exposed to a standardized psychosocial  stress task. Salivary cortisol was assessed before, during, and after the stress  task. For binary logistic regression analyses, participants were divided into 2  groups: 1 group with a high salivary cortisol release and 1 group with low  cortisol release. The Freiburg Complaints Inventory was used to assess occurrence  of somatic complaints. RESULTS: A significant moderating effect of somatic  complaints on cortisol secretion was found in the group listening to water sounds  (χ(1) = 5.87, P < .015) but not in the other 2 groups, explaining 35.7% of the  variance and correctly classifying 78.9% of the cases. CONCLUSION: The  stress-reducing effect of listening to water sounds appears to depend on the  occurrence of somatic complaints. This effect was not found in the music or  silence condition. Individuals with somatic complaints may benefit from other,  potentially more powerful forms of stress-reducing interventions, that is,  combinations of visual and auditory stimuli. TRIAL REGISTRATION: not applicable  (pilot study).","2018-02","2025-11-07 06:46:43","2025-11-07 06:46:43","","e9851","","8","97","","Medicine (Baltimore)","","","","","","","","eng","","","","","","","Place: United States PMID: 29465568  PMCID: PMC5842016","","","","Adult; Female; Humans; Young Adult; Saliva/metabolism; Water; Music/psychology; *Sound; Hydrocortisone/metabolism; Area Under Curve; Relaxation Therapy/*methods; Stress, Psychological/*prevention & control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5RVCHJMD","journalArticle","2025","Ma, Yajun; Zhang, Yuping; Cui, Nianqi; Guo, Zhiting; Jin, Jingfen","The effects of structured family auditory stimulation on preventing ICU delirium among patients with unplanned admissions: A randomized controlled study.","Intensive & critical care nursing","","1532-4036 0964-3397","10.1016/j.iccn.2025.103944","","OBJECTIVES: This study aims to evaluate the effect of a structured family auditory stimulation on preventing ICU delirium among patients with unplanned  admissions. DESIGN: A three-arm parallel, single-blinded, randomized controlled  trial was designed. RESEARCH METHODOLOGY: Patients were randomly assigned to one  of three groups: structured family auditory stimulation (Group A), unstructured  family auditory stimulation (Group B), and usual care (Group C). The primary  outcome was delirium incidence, and secondary outcomes included delirium  severity, delirium duration, delirium-free days, delirium subtypes, time to first  delirium, the family anxiety and depression levels. RESULTS: A total of 213  patients were randomly assigned to three groups. There were no significant  differences in demographic or clinical characteristics among the three groups.  For the primary outcome, fewer patients developed delirium in Group A than in  Group B and Group C (22.5 % vs. 26.8 % vs. 49.3 %, P = 0.001). For secondary  outcomes, Group A had lower delirium severity scores than the other groups did  (3.1 ± 0.4 vs. 4.0 ± 0.3 vs. 5.1 ± 0.3, P < 0.001). Patients in Group A had  shorter delirium durations (2.0 vs. 3.0 vs.4.0 days, P < 0.001) and longer  delirium-free days (3.0 vs. 2.0 vs. 1.0 days, P < 0.001) than those in Group B  and Group C. The time to first delirium was 3.0, 2.0, and 2.0 days, respectively  (P < 0.001). The SAS scores of the families in the three groups were 47.1 ± 5.7,  48.9 ± 5.5, and 56.5 ± 7.5 (P < 0.001) and the SDS scores were 38.2 ± 5.8,  38.3 ± 5.7, and 42.7 ± 7.2 (P < 0.001). CONCLUSIONS: The results revealed that  structured family auditory stimulation could reduce delirium incidence, decrease  its severity, shorten the duration of delirium, increase delirium-free days, and  prolong the time to first delirium among ICU patients with unplanned admission.  Additionally, it could alleviate families' anxiety and depression levels.  IMPLICATIONS FOR CLINICAL PRACTICE: Structured family auditory stimulation  prevents ICU delirium by maintaining the patients' cognitive function and  promoting early recovery, showing significant clinical potential in ICU delirium.","2025-08","2025-11-07 06:46:43","2025-11-07 06:46:43","","103944","","","89","","Intensive Crit Care Nurs","","","","","","","","eng","Copyright © 2025 Elsevier Ltd. All rights reserved.","","","","","","Place: Netherlands PMID: 39914153","","","","Adult; Female; Humans; Male; Aged; Middle Aged; Single-Blind Method; *Acoustic Stimulation/methods/standards; *Delirium/prevention & control/psychology; *Family/psychology; Auditory stimulation; Critical care; Delirium; Family-centred care; Intensive care unit; Intensive Care Units/organization & administration/statistics & numerical data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZ4Z2UCT","journalArticle","2015","Li, Tian-Tian; Wang, Zhao-Jun; Yang, Song-Bai; Zhu, Jun-Hong; Zhang, Shi-Zhong; Cai, San-Jin; Ma, Wen-Han; Zhang, Ding-Qi; Mei, Zhi-Gang","Transcutaneous electrical stimulation at auricular acupoints innervated by auricular branch of vagus nerve pairing tone for tinnitus: study protocol for a  randomized controlled clinical trial.","Trials","","1745-6215","10.1186/s13063-015-0630-4","","BACKGROUND: Subjective tinnitus is a phantom sensation experienced in the absence of any source of sound. Its mechanism remains unclear, and no approved drugs are  available. Vagus nerve stimulation (VNS) is an exciting new method to treat  tinnitus, but direct electrical stimulation of the cervical vagus has  disadvantages. This randomized controlled clinical trial aims to overcome these  limitations by stimulating the auricular branch of vagus nerve (ABVN) on the  outer ear. Since the ABVN is the only peripheral branch of the vagus nerve  distributed on the ear's surface, it should be possible to achieve analogous  efficacy to VNS by activating the central vagal pathways. However, researches  have indicated that the curative effect lies in a combination of auditory and  vagal nerve stimulation. Moreover, from traditional Chinese theory, auricular  acupoints used to treat tinnitus are mainly in the regions supplied by the ABVN.  Whether stimulation at the auricular acupoints is due to unintentional  stimulation of vagal afferent fibers also needs evidence. METHODS/DESIGN: A total  of 120 subjects with subjective tinnitus are randomized equally into four groups:  (1) electrical stimulation at auricular acupoints (CO10, CO11, CO12, and TF4)  innervated by the ABVN; (2) electrical stimulation at auricular acupoints (CO10,  CO11, CO12, and TF4) innervated by ABVN pairing tones; (3) electrical stimulation  at auricular acupoints innervated by non-ABVN pairing tones; (4) electrical  acupuncture. Patients will be treated for 30 minutes every other day for 8 weeks.  The primary outcome measure is the Tinnitus Handicap Inventory. The secondary  outcome measure combines a visual analogue scale to measure tinnitus disturbance  and loudness with the Hospital Anxiety and Depression Scale. Assessment is  planned at baseline (before treatment) and in the 4th and 8th week, with further  follow-up visits after termination of the treatment at the 12th week. Any adverse  events will be promptly documented. DISCUSSION: Completion of this trial will  help to confirm whether ABVN or the combination of ABVN and sound stimulus plays  a more important role in treating tinnitus. Moreover, the result of this clinical  trial will enhance our understanding of specific auricular acupoints. TRIAL  REGISTRATION: Chinese Clinical Trials Register ChiCTR-TRC-14004940.","2015-03-19","2025-11-07 06:46:43","2025-11-07 06:46:43","","101","","","16","","Trials","","","","","","","","eng","","","","","","","Place: England PMID: 25872506  PMCID: PMC4384366","","","","Adult; Female; Humans; Male; Adolescent; Aged; Middle Aged; Time Factors; Young Adult; Treatment Outcome; China; Combined Modality Therapy; Single-Blind Method; Acoustic Stimulation/*methods; Auditory Perception; Clinical Protocols; *Acupuncture Points; Disability Evaluation; Ear Auricle/*innervation; Research Design; Tinnitus/diagnosis/physiopathology/psychology/*therapy; Transcutaneous Electric Nerve Stimulation/*methods; Vagus Nerve/*physiopathology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YU6VBFQU","journalArticle","2018","Garrido, Sandra; Stevens, Catherine J.; Chang, Esther; Dunne, Laura; Perz, Janette","Music and Dementia: Individual Differences in Response to Personalized Playlists.","Journal of Alzheimer's disease : JAD","","1875-8908 1387-2877","10.3233/JAD-180084","","Personalized music playlists are increasingly being used in health-care contexts to address the psychological and behavioral symptoms in people with dementia.  However, there is little understanding of how people with different mental health  histories and symptoms respond differently to music. A factorial experiment was  conducted to investigate the influence of depression, anxiety, apathy, and  cognitive decline on affective response to music. Ninety-nine people with  dementia listened to three music playlists based on personal preferences.  Activation of facial action units was measured, and behavioural responses  continuously observed. Results demonstrated that people with high levels of  depression and with symptoms of Alzheimer's type dementia demonstrated increased  levels of sadness when listening to music. People with low depression but high  levels of apathy demonstrated the highest behavioral evidence of pleasure during  music listening, although behavioral evidence declined with severity of cognitive  impairment. It is concluded that as well as accounting for personal preferences,  music interventions for people with dementia need to take mental health history  and symptoms into account.","2018","2025-11-07 06:46:43","2025-11-07 06:46:43","","933-941","","3","64","","J Alzheimers Dis","","","","","","","","eng","","","","","","","Place: United States PMID: 29966193","","","","music; depression; Female; Humans; Male; Aged; Aged, 80 and over; Middle Aged; Heart Rate/physiology; Surveys and Questionnaires; Analysis of Variance; Galvanic Skin Response/physiology; Music Therapy/*methods; Acoustic Stimulation; *Individuality; Apathy; Cognition Disorders/etiology; Dementia; Dementia/complications/*psychology/*therapy; Facial Expression; individual differences; Mood Disorders/etiology; playlists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
